Judul,Penulis,Tahun,topics,probabilities
ekspresi wajah local binary pattern lbp support vector machine svm,"Reza Syahputra, Fitra Abdurrachman Bachtiar",31 Dec 2022,-1,0.0
ekspresi wajah convolutional neural network sobel filter inception module,"Rian Nugroho, Fitra Abdurrachman Bachtiar, Novanto Yudistira",31 Dec 2022,18,0.6685348175437942
entitas bernama bahasa madura algortima viterbi hidden markov model hmm,"Moh. Dafa Wardana, Putra Pandu Adikara, Randy Cahya Wihandika",31 Dec 2022,58,0.5409774145780586
algoritme frequency based hashings metode approximate matching file gambar,"Rivai Fansuri Nasution, Ari Kusyanti, Reza Andria Siregar",31 Dec 2022,-1,0.0
data electroencephalogram proses pembelajaran mooc metode gated recurrent unit,"Kresna Hafizh Muhaimin, Fitra Abdurrachman Bachtiar",31 Dec 2022,15,0.3266411528073419
arsitektur model sequencetosequence long short term memory cell generate chatbot,"Alfirsa Damasyifa Fauzulhaq, Fitra Abdurrachman Bachtiar",31 Dec 2022,76,0.17967202718114786
pengalaman pengguna aplikasi mobile crowdsourcing partisipasi masyarakat pengelolaan sampah studi bank sampah antasari desa sangatta utara kabupaten kutai timur,"Syahshiyah Rohidah, Mahardeka Tri Ananta, Komang Candra Brata",31 Dec 2022,63,1.0
aktivitas pengemudi mobil convolutional neural network,"Ferry Ardianto Rismawan, Fitra Abdurrachman Bachtiar",31 Dec 2022,-1,0.0
kualitas layanan website halo filkom customer satisfaction mahasiswa filkom webqual,"Pandu Bagoes Pradana, Yusi Tyroni Mursityo, Prima Zulvarina",31 Dec 2022,92,1.0
user experience portal media interaksi sivitas akademika filkom pendekatan human centered design hcd,"Asyora Dewi Prabandani, Herman Tolle, Retno Indah Rokhmawati",31 Dec 2022,-1,0.0
real time operating system rtos mikrokontroler arduino uno menghitung benih lele,"Bayu Santoso, Dahnial Syauqy, Agung Setia Budi",31 Dec 2022,-1,0.0
deteksi penyakit flu suara batuk mfcc knn raspberry pi,"Aldi Jayadi, Barlian Henryranu Prasetio, Sabriansyah Rizqika Akbar",31 Dec 2022,-1,0.0
pengenalan suara batuk bfcc knn raspberry pi deteksi penyakit bronchitis,"Septiyo Budi Perkasa, Barlian Henryranu Prasetio, Eko Setiawan",31 Dec 2022,-1,0.0
performa gated recurrent unit sequencetosequence chatbot,"Marvel Timothy Raphael Manullang, Fitra Abdurrachman Bachtiar",31 Dec 2022,76,0.15384678923910838
fir filter sistem monitoring suara jantung paruparu,"Nadi Rahmat Endrawan, Barlian Henryranu Prasetio, Rizal Maulana",31 Dec 2022,23,0.45852257362626836
pengembangan aplikasi wisata edukasi candi badut berbasis gamifikasi platform android,"Yusuf Gladiensyah Bihanda, Agi Putra Kharisma, Mahardeka Tri Ananta",31 Dec 2022,102,1.0
sentimen layanan telekomunikasi pt smartfren telecom tbk media sosial twitter metode long shortterm memory,"Azhar Izzannada Elbachtiar, Fitra Abdurrachman Bachtiar",31 Dec 2022,76,0.16633158249856278
sentimen aplikasi pedulilindungi metode long shortterm memory lstm,"Muhammad Rizaldi, Putra Pandu Adikara, Novanto Yudistira",31 Dec 2022,76,1.0
protokol routing heed wireless sensor network perangkat berbasis modul komunikasi nrfl,"Giservin Tifira Zain, Rakhmadhany Primananda, Agung Setia Budi",31 Dec 2022,7,1.0
laju positif harian covid sumatera utara metode extreme learning machine elm,"Mutia Ayu Sabrina, Arief Andy Soebroto",31 Dec 2022,15,1.0
gim simulasi pengenalan kehidupan kampus mahasiswa fakultas ilmu komputer framework dpe platform android,"Robertus Dwi Ari Utomo, Komang Candra Brata, Muhammad Aminul Akbar",31 Dec 2022,22,1.0
positif harian covid indonesia metode extreme learning machine elm optimasi whale optimization algorithm woa,"Herman Syantoso, Arief Andy Soebroto",31 Dec 2022,50,0.3402547405654165
usability perbaikan antarmuka website ppdb online metode usability testing discovery prototyping,"Rinda Yemima Sari, Buce Trias Hanggara, Yusi Tyroni Mursityo",31 Dec 2022,0,1.0
informasi penjualan handycraft deen feltflowers berbasis website framework codeigniter,"Airlangga Joyonegoro, Buce Trias Hanggara, Yusi Tyroni Mursityo",31 Dec 2022,-1,0.0
sistem informasi pengelola inventaris sekolah berbasis web laravel studi sma negeri sungai ambawang,"Fauzidan Iqbal Ghiffari, Dian Eka Ratnawati, Widhy Hayuhardhika Nugraha Putra",31 Dec 2022,21,0.4598844808234079
emosi berdasarkan ekspresi wajah metode convolutional neural network,"Fabiansyah Cahyo Kuncoro Pradipta, Fitra Abdurrachman Bachtiar",31 Dec 2022,-1,0.0
arsitektur microservices sistem payment point online banking ppob studi kios deliv,"Aziz Fikri Mahmudi, Buce Wisnu Brata, Dwija Wisnu Brata",31 Dec 2022,66,1.0
konten pembelajaran platform belajar coding code maniac berbasis model pembelajaran experiential learning model pengembangan addie,"Nabila Leksana Putri, Retno Indah Rokhmawati, Fitra Abdurrachman Bachtiar",31 Dec 2022,-1,0.0
portofolio saham algoritma genetika adaptif indeks saham lq,"Rama Humam Syarokha, Dian Eka Ratnawati, Achmad Ridok",31 Dec 2022,4,0.18199414258655355
desain antarmuka pengguna media pembelajaran berbasis mobile model instruksinoal gagne pendekatan design thinking studi mata pelajaran desain grafis percetakan bab fotografi smk negeri malang,"Setia Khoirunisa', Retno Indah Rokhmawati, Wibisono Sukmo Wardhono",31 Dec 2022,-1,0.0
algoritma lesamntalw blockchain peertopeer transaction,"Arya Seta Bagaswara, Ari Kusyanti, Primantara Hari Trisnawan",31 Dec 2022,71,1.0
middleware esp protokol espnow rest http sistem monitoring microclimate,"Ananda Adiyatma Putra, Heru Nurwarsito",31 Dec 2022,-1,0.0
kepuasan siswa penyampaian materi pembelajaran synchronous asynchronous pandemi covid studi upt smp negeri wlingi,"Elora Dosi Melindasari, Retno Indah Rokhmawati, Diah Priharsari",01 Feb 2022,124,1.0
pengalaman pengguna aplikasi rekomendasi produk skincare berbasis mobile metode human centered design,"Cassia Vera Diphiperidine, Herman Tolle, Retno Indah Rokhmawati",01 Feb 2022,43,0.6092002321020641
sistem komunikasi angkot optimasi transportasi perkotaan metode routing multihop berbasis sistem notifikasi,"Muhammad Naufal Aziz Huryansyah, Rakhmadhany Primananda, Agung Setia Budi",01 Feb 2022,-1,0.0
information overload perilaku penghentian penggunaan social networking service sns,"Ayu Pramadita Dewi, Diah Priharsari, Nanang Yudi Setiawan",01 Feb 2022,57,0.6373078982464273
pengalaman pengguna situs distribusi digital metode usability testing user experience questionnaire studi storesteampoweredcom gogcom,"Munggarhanna Aschi Putra Jayana, Diah Priharsari",01 Feb 2022,19,0.6732843050708561
user experience website chawaty pendekatan humancentered design hcd,"Alifia Wahyu Sektyawardani, Hanifah Muslimah Az-Zahra, Bondan Sapta Prakoso",01 Feb 2022,-1,0.0
pendeteksi penyakit sinusitis berdasarkan kondisi ingus suhu tubuh support vector machine svm,"Bagas Nur Rahman, Rizal Maulana, Fitri Utaminingrum",01 Feb 2022,9,1.0
bangun sistem klasifikasi tipe permukaan jalan gray level cooccurrence matrix glcm support vector machine svm berbasis raspberry pi,"Akbar Wira Bramantya, Fitri Utaminingrum",01 Feb 2022,122,1.0
mediasi information avoidance penghentian penggunaan social network service sns,"Muhammad Rayhan Ravandika, Diah Priharsari, Nanang Yudi Setiawan",01 Feb 2022,57,0.6527876550590559
user interface sistem informasi akademik siswa sma negeri depok metode goal directed design gdd,"Chicilia Rebeca Andani, Hanifah Muslimah Az-Zahra, Admaja Dwi Herlambang",01 Feb 2022,81,0.9955912648049446
faktor memengaruhi information anxiety pengguna social networking sites sns,"Salsabila Fairuz Rizky, Diah Priharsari, Admaja Dwi Herlambang",01 Feb 2022,57,0.7180707738886709
potensi penjualan makanan beku berdasarkan ulasan pengguna shopee metode decision tree algoritma c random forest studi dapur lilis,"Muhammad Ferdyandi, Nanang Yudi Setiawan, Fitra Abdurrachman Bachtiar",01 Feb 2022,64,1.0
sistem pemesanan kue berbasis website midtrans webservice payment gateway studi toko kue de tasty,"Muhammad Arief Habibirrahman, Widhy Hayuhardika Nugraha Putra, Buce Trias Hanggara",01 Feb 2022,66,0.45600152326651033
aplikasi perangkat bergerak berlangganan katering daring,"Brilliant Richky Setya Putra, Agi Putra Kharisma, Ratih Kartika Dewi",01 Feb 2022,-1,0.0
kualitas air tambak udang berbasis internet of things protokol komunikasi zigbee,"Dwiki Ansarullah, Heru Nurwarsito",01 Feb 2022,91,0.40580065459207443
user experience game league of legends wild rift metode cognitive walkthrough,"Endar Wahyu Pamungkas, Diah Priharsari",01 Feb 2022,72,0.9783642228149112
faktor menyebabkan technostress karyawan,"Rahadian Fitra Syakura, Diah Priharsari, Andi Reza Perdanakusuma",01 Feb 2022,-1,0.0
kualitatif perilaku cyberloafing pekerja lingkungan kerja,"Wiryawan Yurih Kaloko, Diah Priharsari, Andi Reza Perdanakusuma",01 Feb 2022,-1,0.0
citra makanan tray box metode otsu thresholding ruang warna,"Griselda Anjeli Sirait, Novanto Yudistira, Achmad Ridok",01 Feb 2022,14,0.9341523614398345
sistem informasi verifikasi keaslian hasil test swab dunia penerbangan studi kantor kesehatan pelabuhan kelas soekarnohatta,"Nur Aisyah Asriani, Fajar Pradana, Yuita Arum Sari",01 Feb 2022,0,1.0
aplikasi penjualan toko wulan berbasis web api midtrans payment gateway,"Laura Galuh Indah Maharani, Widhy Hayuhardhika Nugraha Putra, Welly Purnomo",01 Feb 2022,66,1.0
faktorfaktor mempengaruhi keaktifan individu komunitas online,"Rafly Ardiansyah Ikhsantyo, Diah Priharsari, Andi Reza Perdanakusuma",01 Feb 2022,57,0.8046883449157198
fuzzy logic sistem monitoring kualitas air kolam renang aplikasi android,"Mohammad Andy Purwanto, Mochammad Hannats Hanafi Ichsan, Fitri Utaminingrum",01 Feb 2022,65,1.0
kualitas website shopee tokopedia metode webqual studi mahasiswa aktif universitas brawijaya,"Vigo Hernando, Diah Priharsari, Satrio Hadi Wijoyo",01 Feb 2022,-1,0.0
protokol destination sequence distance vector dsdv serangan wormhole manet,"Thelemanica Wicaksana, Primantara Hari Trisnawan, Reza Andria Siregar",01 Feb 2022,73,1.0
media pembelajaran kahoot kemampuan berpikir kritis siswa jurusan teknik komputer jaringan smk muhammadiyah malang,"Dian Indrawati, Satrio Hadi Wijoyo, Retno Indah Rokhmawati",01 Feb 2022,29,0.6554322153512668
bangun deteksi kemanisan buah semangka metode gray level cooccurrence matrix backpropagation neural network berbasis raspberry pi,"Qurrotul A'yun, Fitri Utaminingrum",01 Feb 2022,47,0.9724549102939974
implementasi strategi pembelajaran direct instructional google classroom motivasi belajar hasil belajar siswa mata pelajaran administrasi sistem jaringan jurusan teknik komputer jaringan smk negeri s,"Aji Irvansyah, Admaja Dwi Herlambang, Aditya Rachmadi",01 Feb 2022,-1,0.0
tipe propagasi two ray ground free space konsumsi energi protokol destination sequenced distance vector dsdv mobile ad hoc network manet,"Indra Lesmana Putra, Dany Primanita Kartikasari, Reza Andria Siregar",01 Feb 2022,41,0.7655601585685013
bangun sistem pengklasifikasi jenis sampah organik sampah daur ulang resnet,"Paulus Ojak Parasian, Fitri Utaminingrum",01 Feb 2022,63,1.0
pengaruh interaksi aktif komunitas online disponsori merek,"Dian Ika Fitriani, Diah Priharsari, Satrio Agung Wicaksono",01 Feb 2022,57,0.8115639696362544
antarmuka pengguna aplikasi pemasaran namiroh berbasis web metode design thinking pt an namiroh travelindo,"Deflion Yussac Sahlan, Fatwa Ramdani, Hanifah Muslimah Az-Zahra",01 Feb 2022,-1,0.0
hasil metode fuzzy mamdani tsukamoto prediksi produksi benih padi studi kebun benih tunjung kabupaten bangkalan,"Elna Diaz Pradini, Edy Santoso, Nurul Hidayat",01 Feb 2022,-1,0.0
rute pendistribusian obat pedagang farmasi apotek kota kediri algoritma kmeans artificial bee colony abckm,"Cindy Cynthia Nurkholis, Imam Cholissodin, Bayu Rahayudi",01 Feb 2022,97,1.0
rute pendistribusian produk bebicare kabupaten sidoarjo pendekatan algoritma genetika,"Ema Rosalina, Imam Cholissodin, Bayu Rahayudi",01 Feb 2022,4,0.3870728767991656
ux aplikasi pembelajaran pemanfaatan smartphone optimalisasi foto video metode humancentered design,"Angel Anggina Nasution, Ratih Kartika Dewi, Komang Candra Brata",01 Feb 2022,-1,0.0
faktor organisasi mengatasi technostress karyawan,"Evita Ilma Elina Sari, Diah Priharsari, Satrio Agung Wicaksono",01 Feb 2022,-1,0.0
usability aplikasi bank syariah indonesia mobile metode usability testing system usability scale studi kcp trenggalek sudirman,"Annisa Julia Santoso, Satrio Hadi Wijoyo, Andi Reza Perdanakusuma",01 Feb 2022,0,1.0
kualitatif implikasi information overload pengguna social networking sites sns,"Shafa Dinda Tsabitah, Diah Priharsari, Satrio Hadi Wijoyo",01 Feb 2022,57,0.8111914654981967
sistem informasi web mtfsales teknologi reactjs geolocation memantau kinerja karyawan sales studi mandiri tunas finance,"Aditya Dwi Wicaksono, Buce Trias Hanggara, Tibyani Tibyani",01 Feb 2022,32,0.7904033593013102
bangun perangkat wearable clevermask pemantauan pola pernapasan penanganan pasien terdampak covid kontinyu,"Moch. Alvin Yasyfa Salsabil, Dahnial Syauqy, Agung Setia Budi",01 Feb 2022,48,0.10335258829957199
klasifikasi kesegaran daging ikan gurami berdasarkan warna gas amonia knearest neighbor knn berbasis arduino,"M. Fiqhi Hidayatulah, Hurriyatul Fitriyah, Fitri Utaminingrum",01 Feb 2022,-1,0.0
sistem pemantauan suhu kelembapan berbasis fog computing kumbung jamur,"Bintang Mada Suharsono, Heru Nurwarsito",01 Feb 2022,61,1.0
learning management system metode design thinking studi smk prajnaparamita malang,"Anggi Riza Amirullah Sidharta, Retno Indah Rokhmawati, Diah Priharsari",01 Feb 2022,-1,0.0
aplikasi manajemen surat berbasis web memanfaatkan teknologi integrasi protokol imap gmail studi cv mandiri nusantara,"Rohimatus Sholihah, Bayu Rahayudi, Welly Purnomo",01 Feb 2022,-1,0.0
wearable device monitoring suhu tubuh denyut jantung saturasi oksigen darah low power mode,"Mahesha Bayu Paksi, Rizal Maulana, Eko Setiawan",01 Feb 2022,23,0.9903310220612158
penggunaan virtual background seragam pertemuan daring teknik coding kualitatif,"M. Daffas Athadiansyah, Diah Priharsari, Satrio Hadi Wijoyo",01 Feb 2022,-1,0.0
user experience learning management system siswa sma sekolah indonesia kuala lumpur metode humancentered design,"Nabila Khaerunisa Thazila, Retno Indah Rokhmawati, Lutfi Fanani",01 Feb 2022,-1,0.0
antarmuka pengguna sistem informasi penjualan inventori barang bagoplek goaldirected design,"Erwin Wijayanto, Hanifah Muslimah Az-Zahra, Aditya Rachmadi",01 Feb 2022,111,0.9628926844765338
pengaruh kedekatan anggota komunitas online berdampak hubungan dunia nyata penggunaan teknologi,"Dika Esa Pramudya, Diah Priharsari, Andi Reza Perdanakusuma",01 Feb 2022,57,0.580920419460671
user experience aplikasi pembuatan konten tiktok marketing produk umkm metode humancentered design,"Nisrina Dhia Ufaira, Ratih Kartika Dewi, Hanifah Muslimah Az-Zahra",01 Feb 2022,55,0.8690103471837691
tweets covid metode bm kmeans clustering,"Kornelius Putra Aditama, Indriati Indriati, Achmad Ridok",01 Feb 2022,51,1.0
faktor individu mengatasi technostress karyawan,"Alma Nissa Salsabila, Diah Priharsari, Yusi Tyroni Mursityo",01 Feb 2022,-1,0.0
bangun sistem deteksi tingkat kemanisan buah melon sky rocket metode gray level cooccurrence matrix glcm decision tree,"Kelvin Himawan Eka Maulana, Fitri Utaminingrum",01 Feb 2022,47,1.0
perancangan sistem informasi penjualan metode fast cv ide karya semesta,"Muhammad Febrilian Dwi Syahputra, Buce Trias Hanggara, Bondan Sapta Prakoso",01 Feb 2022,-1,0.0
aplikasi web pengelolaan data proses uji beton ready mix pt adhi persada beton metode extreme programming,"Alfin Rizqiansi Ansory, Diah Priharsari, Widhy Hayuhardhika Nugraha Putra",01 Feb 2022,-1,0.0
rute distribusi gas lpg kg integrasi algoritma kmeans ant colony optimization multiple travelling salesman problem,"Liwenki Jus'ma Olivia, Bayu Rahayudi, Imam Cholissodin",01 Feb 2022,97,1.0
kualitas website elearning man sidoarjo metode webqual importance performance analysis ipa,"Delfitri Nanda Irawan, Buce Trias Hanggara, Andi Reza Perdanakusuma",01 Feb 2022,26,1.0
pendistribusian air mineral algoritma genetika,"Arsti Syadzwina Fauziah, Imam Cholissodin, Bayu Rahayudi",01 Feb 2022,34,0.659655166328231
reconfigurable low power monitoring system pengendali kualitas udara finite state machine berbasis esp,"Fikri Miftah Akmaludin, Agung Setia Budi, Rakhmadhany Primananda",01 Feb 2022,60,0.38327119277537736
pengalaman pengguna aplikasi pengenalan batik berbasis mobile metode design thinking,"Ivan Lianto, Lutfi Fanani, Hanifah Muslimah Az-Zahra",01 Mar 2022,3,1.0
identifikasi penyakit gagal ginjal bau mulut warna urine tekanan darah metode support vector machine,"Lia Safitri, Rizal Maulana, Eko Setiawan",01 Mar 2022,98,1.0
sistem informasi manajemen rapat berbasis web studi pt sea mobile indonesia,"Safitri Herdian Rachmawati, Issa Arwani, Welly Purnomo",01 Mar 2022,70,1.0
tampilan antarmuka pengguna aplikasi web praktik kerja industri prakerin metode design thinking studi smkn singosari,"Maya Dwi Wijayanti, Hanifah Muslimah Az-Zahra, Wibisono Sukmo Wardhono",01 Mar 2022,-1,0.0
manajemen pengelolaan layanan pengaduan masyarakat berbasis teknologi informasi layanan sambat online framework cobit,"Muhammad Hasbi Ashshiddiqi, Suprapto Suprapto, Aditya Rachmadi",01 Mar 2022,-1,0.0
aplikasi pengelolaan transaksi warung berbasis web tini mart,"Azhari Arsyad, Ismiarta Aknuranda, Nanang Yudi Setiawan",01 Mar 2022,-1,0.0
aplikasi augmented reality clothing meningkatkan minat beli konsumen bisnis clothing line kyouka,"Haechal Abdillah Suhendar, Herman Tolle",01 Mar 2022,8,0.9143471939724906
user experience aplikasi pembelajaran pembuatan konten digital human centered design,"Alfi Musyaffa Ghossa, Hanifah Muslimah Az-Zahra, Ratih Kartika Dewi",01 Mar 2022,55,1.0
sistem informasi monitoring pembayaran jasa perbaikan komputer studi cv mitra solusi gresik,"Adithia Risma Rara Putri, Issa Arwani, Welly Purnomo",01 Mar 2022,-1,0.0
sentimen twitter kebijakan pemberlakuan pembatasan kegiatan masyarakat metode support vector machine,"Dhimas Wida Syahputra, Bayu Rahayudi, Lailil Muflikhah",01 Mar 2022,90,0.9808860007638742
